2117,2117
2118,2118
2119,2119
2120,2120
2121,2121
2122,2122
2124,2124
2127,2127
2130,2130
2131,2131
2137,2137
2138,2138
2139,2139
2140,2140
2144,2144
2149,2149
2152,2152
2159,2159
2160,2160
2169,2169
2175,2175
2182,2182
2187,2187
2197,2197
2198,2198
2199,2199
2201,2201
2204,2204
2208,2208
2209,2209
2210,2210
2214,2214
2215,2215
2217,2217
2221,2221
2226,2226
2228,2228
2229,2229
2230,2230
2231,2231
2234,2234
2235,2235
2236,2236
2243,2243
2244,2244
2246,2246
2249,2249
2252,2252
2253,2253
2255,2255
2260,2260
2261,2261
2262,2262
2267,2267
2272,2272
2273,2273
2274,2274
2277,2277
2282,2282
2283,2283
2284,2284
2285,2285
2287,2287
2291,2291
2295,2295
2298,2298
2300,2300
2308,2308
2310,2310
2313,2313
2315,2315
2319,2319
2326,2326
2331,2331
2336,2336
2337,2337
2339,2339
2342,2342
2343,2343
2353,2353
2355,2355
2357,2357
2358,2358
2360,2360
2363,2363
2365,2365
2366,2366
2368,2368
2372,2372
2373,2373
2375,2375
2376,2376
2377,2377
2378,2378
2382,2382
2383,2383
2384,2384
2392,2392
2396,2396
2399,2399
2403,2403
2408,2408
2419,2419
2424,2424
2428,2428
2429,2429
2430,2430
2442,2442
2446,2446
2447,2447
2454,2454
2456,2456
2458,2458
2459,2459
2460,2460
2462,2462
2468,2468
2474,2474
2479,2479
2481,2481
2486,2486
2493,2493
2495,2495
2496,2496
2500,2500
2506,2506
2507,2507
2522,2522
2530,2530
2531,2531
2532,2532
2535,2535
2540,2540
2547,2547
2548,2548
2549,2549
2551,2551
2554,2554
2562,2562
2564,2564
2566,2566
2568,2568
2571,2571
2572,2572
2578,2578
2581,2581
2584,2584
2585,2585
2587,2587
2589,2589
2592,2592
2593,2593
2596,2596
2598,2598
2615,2615
2616,2616
2619,2619
2625,2625
2626,2626
2630,2630
2632,2632
2640,2640
2641,2641
2647,2647
2649,2649
2651,2651
2656,2656
2664,2664
2668,2668
2671,2671
2674,2674
2680,2680
2681,2681
2682,2682
2683,2683
2686,2686
2698,2698
2702,2702
2706,2706
2708,2708
2709,2709
2712,2712
2721,2721
2725,2725
2731,2731
2736,2736
2738,2738
2740,2740
2744,2744
2749,2749
2750,2750
2751,2751
2753,2753
2759,2759
2760,2760
2762,2762
2765,2765
2767,2767
2768,2768
2769,2769
2771,2771
2782,2782
2783,2783
2787,2787
2788,2788
2791,2791
2792,2792
2793,2793
2797,2797
2800,2800
2803,2803
2804,2804
2814,2814
2817,2817
2819,2819
2822,2822
2824,2824
2827,2827
2831,2831
2833,2833
2834,2834
2835,2835
2837,2837
2838,2838
2841,2841
2842,2842
2844,2844
2846,2846
2849,2849
2854,2854
2857,2857
2862,2862
2863,2863
2864,2864
2865,2865
2866,2866
2867,2867
2871,2871
2872,2872
2873,2873
2874,2874
2875,2875
2878,2878
2881,2881
2882,2882
2884,2884
2887,2887
2888,2888
2891,2891
2900,2900
2906,2906
2909,2909
2917,2917
2918,2918
2919,2919
2921,2921
2923,2923
2924,2924
2928,2928
2931,2931
2932,2932
2934,2934
2939,2939
2943,2943
2945,2945
2951,2951
2954,2954
2955,2955
2957,2957
2961,2961
2963,2963
2964,2964
2967,2967
2968,2968
2969,2969
2971,2971
2975,2975
2979,2979
2981,2981
2983,2983
2984,2984
2985,2985
2986,2986
2987,2987
2988,2988
2994,2994
2995,2995
2997,2997
2999,2999
